0 0.002432 0.000624 0.00044
1 0.002544 0.000616 0.001144
2 0.00288 0.00048 0.001976
3 0.002936 0.00048 0.002784
4 0.002864 0.000512 0.003552
5 0.002736 0.000552 0.004296
6 0.00296 0.000488 0.00508
7 0.003032 0.000448 0.005912
8 0.00268 0.000568 0.006656
9 0.0028 0.000504 0.007464
10 0.002896 0.000496 0.008256
11 0.003072 0.000432 0.009104
12 0.00304 0.000424 0.009984
13 0.002952 0.000464 0.010808
14 0.00292 0.000496 0.011592
15 0.00284 0.000512 0.012376
16 0.002936 0.000496 0.013152
17 0.003064 0.000464 0.013936
18 0.003 0.000448 0.014776
19 0.003 0.000464 0.015592
20 0.002952 0.00048 0.016392
21 0.002976 0.000488 0.017168
22 0.003072 0.00044 0.018
23 0.002936 0.000488 0.018792
24 0.003072 0.000424 0.019648
25 0.002744 0.000544 0.020408
26 0.003184 0.0004 0.021272
27 0.002864 0.00052 0.022024
28 0.002936 0.000488 0.022816
29 0.003048 0.000448 0.023648
30 0.002912 0.000496 0.024432
31 0.003032 0.000456 0.02524
32 0.00304 0.000448 0.026072
33 0.002888 0.000536 0.026784
34 0.002872 0.00052 0.027536
35 0.002928 0.00048 0.028344
36 0.002728 0.000552 0.029104
37 0.003016 0.000456 0.02992
38 0.002944 0.000472 0.030744
39 0.002912 0.000472 0.031568
40 0.002848 0.000512 0.032352
41 0.002864 0.000496 0.03316
42 0.002944 0.000472 0.033976
43 0.002744 0.000544 0.034736
44 0.003 0.000464 0.035552
45 0.003112 0.000432 0.036376
46 0.002896 0.000504 0.037152
47 0.002912 0.000504 0.03792
48 0.002872 0.00048 0.038752
49 0.002928 0.000488 0.039552
50 0.002984 0.000472 0.040352
51 0.002872 0.000504 0.041136
52 0.003008 0.000456 0.04196
53 0.003224 0.000384 0.04284
54 0.003096 0.000472 0.0436
55 0.003168 0.000408 0.044448
56 0.002968 0.000448 0.045304
57 0.002792 0.000504 0.046128
58 0.002856 0.00052 0.046888
