V V
1 0.0 0.0 0.0 0.22383516464 0.223016905072 1.00002
2 0.0 0.0 0.0 0.223008556641 0.221776497523 2.00004
3 0.0 0.0 0.0 0.222199891235 0.220535645677 3.00006
4 0.0 0.0 0.0 0.222183036501 0.218477377404 4.00008
5 0.0 0.0 0.0 0.223016465665 0.222181235191 5.0001
6 0.0 0.21645021645 0.0 0.220938090444 0.196073268738 6.00012
7 0.0 0.0 0.0 0.219287443873 0.221583018841 6.9993
8 0.0 0.210526315789 0.0 0.21723538661 0.200583271327 7.99911
9 0.0 0.544959128065 0.0 0.217216394075 0.153610908479 8.9964
20 100.0 100.0 0.0 0.0 0.0 10.00419
