0.0 88.6813157895 96.912 99.2310666667 
1.0 91.0400008688 97.9646516854 98.4931302326 
2.0 92.4325587593 98.7313618785 98.3950457516 
3.0 93.2464772787 99.2053382353 98.2870025445 
4.0 93.8178107776 99.5384113856 98.293760469 
5.0 94.2776422815 99.836429652 98.3858557007 
6.0 94.6458127962 100.070031951 98.4479449867 
7.0 94.9255998817 100.239738095 98.4904354231 
8.0 95.1391431197 100.366880813 98.5003371522 
9.0 95.3103946077 100.466115979 98.4993129025 
10.0 95.4572900689 100.545663634 98.5062812903 
11.0 95.5681160564 100.599837044 98.5001362648 
12.0 95.651095612 100.63768884 98.4847730167 
13.0 95.7053094886 100.64867228 98.4556905717 
14.0 95.7532280338 100.663647949 98.4347143999 
15.0 95.7955255738 100.675700091 98.4160415091 
16.0 95.838161874 100.691362081 98.409951672 
17.0 95.8692101732 100.698143089 98.39445631 
18.0 95.8985529045 100.704795067 98.382211875 
19.0 95.9257828846 100.711437918 98.3729906859 
20.0 95.9499805172 100.717207145 98.3638551304 
21.0 95.9752703485 100.724855418 98.3592106394 
22.0 95.9956543865 100.726843586 98.3529277196 
23.0 96.0116014216 100.726530732 98.3460038477 
24.0 96.0293747543 100.729814591 98.3434552793 
25.0 96.0455971585 100.731516794 98.3408488551 
26.0 96.0588002463 100.730390915 98.3378173856 
27.0 96.0713963896 100.729004531 98.3344191731 
28.0 96.0843683812 100.730395302 98.3324044032 
29.0 96.1014367177 100.738990892 98.3365464712 
30.0 96.1171336386 100.747189685 98.3404488144 
31.0 96.1323576066 100.755302637 98.3449396342 
32.0 96.1481442613 100.764416974 98.3505963268 
33.0 96.1631366216 100.773952735 98.3555522578 
34.0 96.1770939763 100.783490582 98.360099291 
35.0 96.190341244 100.792688928 98.364065352 
36.0 96.2031719492 100.801673193 98.3678840942 
37.0 96.2143176178 100.80886124 98.3699243866 
38.0 96.2241768366 100.815089656 98.3711667313 
39.0 96.2323576822 100.820003127 98.370867665 
40.0 96.2407906257 100.825660789 98.3710815897 
41.0 96.2496932439 100.831696228 98.3720375474 
42.0 96.2582146502 100.838066686 98.3733439795 
43.0 96.2659867396 100.843364178 98.3741558068 
44.0 96.2728826094 100.847875817 98.3741206748 
45.0 96.2794769999 100.851674201 98.3742389955 
46.0 96.2863166543 100.855816566 98.3742549548 
47.0 96.2932754466 100.859791337 98.3749409119 
48.0 96.2991697944 100.8629921 98.3749766738 
49.0 96.3041914858 100.865388298 98.3742652688 
50.0 96.309754297 100.868703156 98.3745159664 
51.0 96.3152833832 100.871882003 98.3748514213 
52.0 96.3205259775 100.874972186 98.3750082786 
53.0 96.3257514904 100.878077128 98.3748765263 
54.0 96.3305865094 100.880974348 98.3742458937 
55.0 96.3344307773 100.882919895 98.3728515682 
56.0 96.3383377497 100.88492711 98.3715937067 
57.0 96.3418670562 100.886525908 98.3704461446 
58.0 96.345307504 100.888271271 98.3694200724 
