0 0.6384 0.48 0.24
1 0.65688 0.464 0.38
2 0.61656 0.528 0.356
3 0.6384 0.528 0.332
4 0.62496 0.552 0.324
5 0.5964 0.576 0.328
6 0.60984 0.568 0.32
7 0.60984 0.512 0.38
8 0.63 0.536 0.328
9 0.62496 0.52 0.36
10 0.61656 0.544 0.34
11 0.64848 0.496 0.356
12 0.6552 0.48 0.364
13 0.6804 0.464 0.356
14 0.63168 0.52 0.348
15 0.63672 0.52 0.344
16 0.60144 0.52 0.376
17 0.67368 0.48 0.348
18 0.64008 0.536 0.324
19 0.62328 0.52 0.356
20 0.63336 0.504 0.364
21 0.61992 0.544 0.336
22 0.65184 0.472 0.376
23 0.64848 0.488 0.364
24 0.61152 0.56 0.328
25 0.64344 0.504 0.352
26 0.66024 0.512 0.328
27 0.64008 0.52 0.34
28 0.61152 0.544 0.344
29 0.55944 0.56 0.38
30 0.62664 0.512 0.36
31 0.6216 0.52 0.36
32 0.60144 0.528 0.372
33 0.62832 0.52 0.352
34 0.6216 0.512 0.364
35 0.63 0.536 0.336
36 0.62328 0.528 0.348
37 0.65856 0.512 0.328
38 0.64848 0.512 0.336
39 0.65856 0.488 0.352
40 0.61824 0.528 0.36
41 0.61656 0.576 0.308
42 0.62832 0.528 0.344
43 0.63504 0.496 0.368
44 0.6468 0.496 0.356
45 0.63336 0.536 0.332
46 0.61152 0.496 0.392
47 0.6048 0.52 0.376
48 0.65856 0.488 0.352
49 0.65352 0.504 0.344
50 0.61152 0.576 0.312
51 0.62832 0.536 0.336
52 0.64008 0.528 0.332
53 0.63504 0.528 0.336
54 0.63336 0.496 0.372
55 0.6636 0.472 0.364
56 0.62496 0.52 0.356
57 0.63168 0.496 0.364
58 0.63504 0.536 0.336
